766812935259913980	2624499196
767036303011634940	1918685366
767076242029940990	58327643
767116430609411970	1694859865
767132531934264960	58327643
767133018058285060	3044741644
767133268554706940	58327643
767174129279651970	75789616
767174376596745980	75789616
767175635152155010	75789616
767176168772505980	75789616
767201174269399040	766796310179639040
767224290471211010	140822223
767224663101542020	140822223
767224761768414980	140822223
767225177629426050	140822223
767401253068497020	597911946
767416118659218940	1091387630
767416651604168960	58327643
767420625824734980	144682368
767423168696974980	33427093
767423438751460990	187646940
767423725239202050	33427093
767477592308023040	1541969916
767479626021106050	1541969916
767480122299575940	1541969916
767715270941110020	1123286467
767731809987723010	319976202
767787558709394940	140822223
767814735626637060	140822223
767827818931692030	565404730
767829616245501950	154169061
767832516065721980	140822223
767837232409575040	140822223
767873956414094980	760493700866776960
767875549352034050	760493700866776960
767878076164370050	221751129
767878548849843970	221751129
767879737226169980	3976037933
767886919367819010	3428717255
767895692388003970	1227016740
767910905451581060	140822223
767925678394241020	140822223
767926036508110980	721069992
767927834224562050	140822223
768069426797244030	58327643
768092406394871940	572139011
768092557335207940	572139011
768092677598540030	572139011
768092769869042050	572139011
768092895027101950	572139011
768093028984754050	572139011
768093397068484990	572139011
768093606875894020	572139011
768093802506678020	572139011
768094096154034050	572139011
768107654124343040	101589427
768108019867611010	572139011
768109195321287040	572139011
768143327078322050	58327643
768158676859383940	572139011
768247512432075010	760493700866776960
768261428239138940	58327643
768266219787021950	33427093
768278435961696000	572139011
768297518102786050	572139011
768463173179543940	572139011
768476796786475010	760493700866776960
768482214443097980	732729337737286020
768509181376823040	760493700866776960
768562700649632000	572139011
768584138181971970	224232860
768590366597579010	572139011
768604517407522940	58327643
768625669400125060	760493700866776960
768679066899799940	572139011
768781940040338940	377412302
768792047717379970	760493700866776960
768794662484205950	718133830146776960
768794787273142020	222785726
768795023391460990	718133830146776960
768817533256343940	572139011
768843077440172030	763472943850684030
768849554653453950	760493700866776960
768855324577174020	572139011
768858802292723970	989484547
768869234281774980	332459848
768878408260521980	718133830146776960
768879354281688960	718133830146776960
768879933288578940	718133830146776960
768895785740022020	989484547
768904197806951940	142827637
768909338224300030	572139011
768915370761719940	572139011
768924750177505020	443127764
768930561188621950	179990537
768930709578875010	140822223
768932282950413950	2839578186
768933393589424000	2918973935
768934255766318980	2918973935
768934355435713020	179990537
768935288609476990	173969589
768935559142051970	174465490
768936424305488000	2801055571
768936552407961980	162144125
768936575396904960	2918973935
768936810265313020	2839578186
768937147198045950	179695749
768937181750631940	2801055571
768937475515580030	179990537
768937905721048960	3343322427
768938017973211010	179990537
768938511928029060	492791449
768938563014622980	2839578186
768938613073645060	492791449
768938688956989060	125167475
768938860789334020	1382807508
768938943278637060	179990537
768939243540480000	183222651
768939245402717950	125167475
768939420464603010	125167475
768939546914516990	3419207350
768939661419053060	125167475
768939663398674050	2839578186
768939754943570050	169466205
768940393518030980	492791449
768940435012194050	3419207350
768940688507564030	215797520
768940725048316030	766130015847214980
768941278927134980	179990537
768941378642571010	69771937
768941538789486980	56356092
768941575128973060	178373487
768941994169294980	503986726
768942265951814020	179990537
768942451109270020	181425599
768942839694758020	181425599
768943057693766020	481190909
768943282034445950	181425599
768943572099923970	481190909
768943724957200000	199464393
768943767063764990	181425599
768943814950130050	3145771726
768944083272368000	481190909
768944228072295940	181425599
768944430371991940	179990537
768944486957325950	94674038
768944563574697980	181425599
768944759612269060	375842143
768944903019782020	898543087
768944914910551940	181425599
768944917293006980	171323932
768944920115703940	546196034
768945076257120000	425851659
768945155823037950	898543087
768945159568551940	110043274
768945253499960960	583104970
768945302846004990	2384430168
768945327424568960	181425599
768945348442108030	210428665
768945429430018050	898543087
768945455355036030	706982324953607940
768945671793697020	179990537
768945724759249020	181425599
768945867843900030	898543087
768945984965602940	2839578186
768946062342184960	762747720687911040
768946065659851010	181425599
768946088959152000	179990537
768946309638356990	2839578186
768946359579934980	181425599
768946483664224000	700300910
768946514248994940	2839578186
768946751143304960	181425599
768946859809399040	898543087
768946863886205060	2819473809
768947214152498940	2839578186
768947280284151940	2819473809
768947330674487040	898543087
768947404108423040	179990537
768947736964173950	1621382521
768947754164973060	395069182
768948062127522050	546196034
768948196248804990	71318531
768948237629846020	111627860
768948445864493060	125167475
768948475270663940	266128536
768948838161911940	125167475
768948861712859010	2784757783
768948921313927040	1659245690
768949055187774980	1537338404
768949268950422020	546196034
768949295257117060	125167475
768949323790946050	750099461997728000
768949387859033980	484839347
768949388584555010	246568083
768949538883239940	572139011
768949596156523010	150824961
768949613332196990	2839578186
768949691199451010	2801055571
768949742688665980	2150178435
768949840248274940	1659245690
768949906421710980	128311328
768949926634094980	154990883
768949961111265020	750099461997728000
768949996238598020	898543087
768950139952198020	468614426
768950170826502020	543040906
768950291286860030	1634387156
768950294864593020	81156793
768950295342834050	246568083
768950304037536000	1288764098
768950391539203970	468614426
768950417111805950	1053408048
768950426930733060	146175848
768950545109377020	750099461997728000
768950817592372990	2949266331
768950907203707010	1288764098
768950940632317950	125167475
768950941974487040	179990537
768951007812419970	101644965
768951097692225020	898543087
768951224628642050	468614426
768951508247449980	1232213466
768951635313847940	177909874
768951668193030020	1955270072
768951801798356990	2502896294
768951857888784000	898543087
768951858551517060	179990537
768952026982220030	33427093
768952032283755010	468614426
768952110125837950	898543087
768952110637575940	211665726
768952192908819970	172564221
768952240040182020	169683105
768952258625233020	145864873
768952271757512960	468614426
768952436178518020	87270548
768952467308544000	4861499289
768952487760039940	468614426
768952488808574980	293781931
768952505929698940	1663729195
768952521096297980	207141054
768952534589443970	88714239
768952629473017980	3361808338
768952671671910020	125165223
768952698758726020	4525372995
768952699845021950	2949266331
768952747039358980	1586719490
768953002938032000	2325161187
768953167287619970	295195967
768953168067723010	1414286107
768953203811639040	1659245690
768953206206557950	303405178
768953250758393980	898543087
768953329695293060	255294025
768953351308467970	2325161187
768953402462183040	161493581
768953546893037950	2160629015
768953575456243970	129569131
768953613842604030	762747720687911040
768953626341548030	169683105
768953685867201020	155777219
768953692490007040	87270548
768953736400077060	2325161187
768953891421613950	2325161187
768953954860470020	169683105
768953964737991040	210968929
768954061349592960	101006093
768954078827254020	4525372995
768954160800755970	139897410
768954267298307970	898543087
768954392682884990	140822223
768954393182035970	87270548
768954446571266050	417917347
768954501109783940	2359277669
768954525961036030	2149264075
768954543333924990	2839578186
768954675915846020	2806634177
768954690675569020	2987932275
768954727325458050	2841564046
768954754852684030	88714239
768954813539357060	303405178
768954985354785020	1659245690
768955039826185980	608547238
768955093517495940	169683105
768955197607570940	140822223
768955253018460030	139897410
768955282890354940	2160629015
768955511219884030	144604545
768955556430221060	562138626
768955578026758020	2705639281
768955593302368000	2610783493
768955613342790020	87270548
768955753633841020	3171905764
768955777881084030	2325161187
768955821208243970	1666109972
768955947599430020	759450293801193980
768955968566813060	400746037
768956021280797060	2610783493
768956057293037060	87270548
768956323149058050	224483796
768956378706768000	164841213
768956394473156990	504708522
768956455760327040	816107786
768956489063170050	48351046
768956519178183040	196353442
768956639223357060	3357822466
768956643895804030	310631768
768956645753949950	1659245690
768956658794040960	601358560
768956697989774980	169683105
768956826943644030	2839578186
768956848401707010	48351046
768956854168915970	606286094
768956859680252030	2704382253
768956914562633980	1955270072
768956965284352000	1902579223
768957024772259970	145500225
768957104979897980	1072383744
768957125569736960	1232213466
768957231006093060	272210401
768957248945136000	2839578186
768957254246752000	48351046
768957307589918980	1602296029
768957323238838020	1604138899
768957331556237060	1372570177
768957332936155010	266128536
768957346194349950	997333362
768957431770647940	2309916953
768957438737411970	162813144
768957537429384960	1113024674
768957559743078020	48351046
768957726089239940	1722794047
768957741205421950	102867148
768957793307127940	2839578186
768957798298288000	266128536
768957816950361980	623391790
768957850882276990	189363554
768957881903447940	266128536
768957919853511040	3053920443
768957962316553980	48351046
768957984617668990	417917347
768958004792267010	3053920443
768958034546744960	4160967106
768958171054535040	2610783493
768958179862601980	297163433
768958189547250050	266128536
768958222178852990	129984253
768958282773979010	760452616249863940
768958326885478020	1026410418
768958479667236990	216857495
768958499460157060	1482921679
768958502886924030	2987932275
768958528929292030	136520560
768958539415096960	102867148
768958543475138940	189363554
768958811512135940	48351046
768958837575474940	143279763
768958868940611970	997333362
768958918835961980	1586719490
768958933830631040	352659111
768958939979447940	4525372995
768958944131812990	2611294863
768958961668256000	266128536
768959031125873020	340807846
768959076512461060	48351046
768959165331017980	129984253
768959168745176960	136520560
768959174256500990	143279763
768959204388441980	1214062052
768959341600748030	562077777
768959371791437950	1026410418
768959452372471940	2160629015
768959507712082050	1561811731
768959527584759940	706982324953607940
768959647810199940	1424602309
768959650968599940	98999201
768959721168577020	241029155
768959728852541060	321678625
768959745348791940	402736284
768959819076231040	3175257885
768959846511149060	54336178
768959847329067010	154709142
768959872339672960	1026410418
768959914106561020	2502369267
768959923480845950	240416202
768960057237275010	2843700743
768960076606476030	129984253
768960078099714050	8406902
768960108198030980	132186779
768960115093405950	213804682
768960152716344960	1026410418
768960175382355970	102867148
768960197175964030	3401454051
768960200552349950	4525372995
768960211491155970	760452616249863940
768960267334057980	4870821525
768960303484854020	1372570177
768960313966419970	321678625
768960362230275970	57343127
768960411983117950	2453321772
768960490164875010	50797987
768960494954742020	305753012
768960529947827970	48351046
768960571484103040	763873123099873020
768960597195121020	1026410418
768960809842142980	395069182
768960810957897980	158105787
768960828125094020	3068989197
768960889097687040	150026438
768960905484889980	2296226276
768960972388086020	274647977
768961030114377980	471380276
768961056697875970	928755588
768961127384354940	1303906135
768961133973757950	48351046
768961172842381060	404209565
768961185274364030	543042326
768961223060754050	309846866
768961251749794050	763873123099873020
768961309924884990	158105787
768961319059980030	186674926
768961340132195970	2596525861
768961382213705980	48351046
768961415562535040	702486729249452030
768961436433444990	2336865151
768961460580082050	742508817641046020
768961568973389950	3053920443
768961576732881020	158105787
768961599356935940	102867148
768961626246615040	463801235
768961657355832960	98999201
768961687991049980	48351046
768961712380841980	142431733
768961748732903040	156417813
768961773575732990	702486729249452030
768961820728196990	702486729249452030
768961820916932990	463801235
768961823559287040	3053920443
768961860058185980	129984253
768962040832594050	3053920443
768962220906652030	156417813
768962227898647040	117823696
768962284165136000	3043183241
768962285264114050	1350746461
768962310199280000	1918685366
768962327282589950	606743984
768962337667682050	273245197
768962343283949060	3053920443
768962348140862980	79009222
768962364746109060	51547321
768962375366082940	1051565221
768962434614882050	145454333
768962474305609980	1681793366
768962527883582980	3053920443
768962610381394050	367464155
768962663678349060	21918573
768962669810422020	3028214026
768962708066689020	158105787
768962714236509950	48351046
768962815730258050	177402586
768962825146564990	145454333
768962960052060030	172459109
768963083301712000	4172748682
768963093640704000	177402586
768963220946182020	158105787
768963267200941950	102867148
768963318342114940	158105787
768963368921293060	145454333
768963431177286020	829327358
768963443110084990	1532075707
768963473367794050	1681793366
768963483731918980	206064303
768963490388254980	1354367922
768963490627351040	1026410418
768963535422497020	132076836
768963549494382980	266128536
768963636173873020	145454333
